,indice,page_number,line_number,text,text_type,speaker,time_added
1893,5331,206,1,Mathur - Attorneys' Eyes Only that would be an agreement between fund A and fund B.,a,THE WITNESS,start_question
1894,5334,206,4,Are there others?,q,MR. CROKE,start_answer
1895,5335,206,5,"There could be others, yeah.",a,THE WITNESS,start_question
1896,5336,206,6,Okay. What others are there?,q,MR. CROKE,start_answer
1897,5338,206,8,With respect to the securities that we hold?,a,THE WITNESS,start_question
1898,5340,206,10,"With respect to Abacus 2006-10 securities, what are the other agreements that Astra has entered into?",q,MR. CROKE,start_chat
1899,5343,206,13,Objection.,side_chat,MR. ITKIN,start_answer
1900,5344,206,14,"There is a corporation or a -- no, a common interest agreement between Astra and the counterparty.",a,THE WITNESS,start_question
1901,5347,206,17,"And that's a common interest agreement between Astra and Deutsche Bank, correct?",q,MR. CROKE,start_answer
1902,5350,206,20,Correct.,a,THE WITNESS,start_question
1903,5351,206,21,Okay. When did Astra and Deutsche Bank enter into that agreement?,q,MR. CROKE,start_answer
1904,5354,206,24,I think sometime in '17.,a,THE WITNESS,start_question
1905,5355,206,25,Okay.,q,MR. CROKE,start_answer
1906,5357,207,1,Mathur - Attorneys' Eyes Only,a,THE WITNESS,start_answer
1907,5358,207,2,I think.,a,THE WITNESS,start_question
1908,5359,207,3,Is that agreement memorialized in writing?,q,MR. CROKE,start_answer
1909,5361,207,5,I believe so.,a,THE WITNESS,start_question
1910,5362,207,6,Is that agreement still in effect today?,q,MR. CROKE,start_answer
1911,5364,207,8,"What does that mean?  You mean has it been terminated, is that the question?",a,THE WITNESS,start_question
1912,5367,207,11,Do you know whether the agreement is still in effect today?,q,MR. CROKE,start_chat
1913,5369,207,13,Objection.,side_chat,MR. ITKIN,start_answer
1914,5370,207,14,"Oh, that's a legal term.  I don't understand that.  If you ask me if it's terminated or not, I can answer that question.",a,THE WITNESS,start_question
1915,5374,207,18,Sure.,q,MR. CROKE,start_answer
1916,5375,207,19,"No, it's not been terminated, no.",a,THE WITNESS,start_question
1917,5376,207,20,"When was the last time you communicated with Deutsche Bank, or anyone at Deutsche Bank rather, regarding the Abacus 2006-10 CDO?",q,MR. CROKE,start_answer
1918,5380,207,24,"The last time -- sometime this year, but not -- I don't remember in the",a,THE WITNESS,start_answer
1919,5383,208,1,"Mathur - Attorneys' Eyes Only last couple of months, if that's the question.",a,THE WITNESS,start_question
1920,5386,208,4,Has Astra entered into any other agreements related to the Abacus 2006-10 securities?,q,MR. CROKE,start_answer
1921,5389,208,7,Yes.,a,THE WITNESS,start_question
1922,5390,208,8,What are those other agreements?,q,MR. CROKE,start_answer
1923,5391,208,9,"Just to clarify, it's not Astra Asset Management, when you say Astra.  It's Astra another entity, Astra.",a,THE WITNESS,start_question
1924,5394,208,12,Okay.,q,MR. CROKE,start_answer
1925,5395,208,13,"There's another agreement, there's a side letter.",a,THE WITNESS,start_question
1926,5397,208,15,And is that an agreement with Deutsche Bank?,q,MR. CROKE,start_answer
1927,5399,208,17,That is also an agreement with Deutsche Bank.,a,THE WITNESS,start_question
1928,5401,208,19,When did Astra enter into that agreement?,q,MR. CROKE,start_answer
1929,5403,208,21,September 2008 -- wait a second. I actually don't remember.  Sometime in late 2018.,a,THE WITNESS,start_question
1930,5406,208,24,Okay. What are the terms of that,q,MR. CROKE,start_answer
1931,5409,209,1,Mathur - Attorneys' Eyes Only agreement?,a,THE WITNESS,start_answer
1932,5411,209,3,The terms broadly are that Astra will partake from any recoveries that may happen on some of the subordinate notes.,a,THE WITNESS,start_question
1933,5414,209,6,"And those are the subordinate notes held by Deutsche Bank, correct?",q,MR. CROKE,start_answer
1934,5416,209,8,I don't know for sure if they're still held by Deutsche Bank.,a,THE WITNESS,start_question
1935,5418,209,10,"But at the time that Astra entered into the agreement, those were notes that were, at that point, held by Deutsche Bank?",q,MR. CROKE,start_answer
1936,5422,209,14,"I can only guess, but I assume so.",a,THE WITNESS,start_question
1937,5424,209,16,"And pursuant to that agreement, Deutsche Bank agreed to pay Astra 55 percent of any recoveries that Deutsche Bank received on those notes, is that right?",q,MR. CROKE,start_answer
1938,5429,209,21,That sounds about right.,a,THE WITNESS,start_question
1939,5430,209,22,What did Astra give to Deutsche Bank in exchange for that offer from Deutsche Bank?,q,MR. CROKE,start_answer
1940,5433,209,25,"When you say what did he give, do",a,THE WITNESS,start_answer
1941,5435,210,1,"Mathur - Attorneys' Eyes Only you mean the fund, monies?",a,THE WITNESS,start_question
1942,5437,210,3,"Well, Deutsche Bank agreed to give Astra 55 percent of any recoveries.",q,MR. CROKE,start_answer
1943,5439,210,5,Uh-huh.,a,THE WITNESS,start_question
1944,5440,210,6,So what did Astra agree to give Deutsche Bank as part of that agreement?,q,MR. CROKE,start_answer
1945,5442,210,8,"I'm not sure I understand.  By giving, you mean -- I'd like to believe that the conversation that I had with DB, specifically with regards to the subordinated securities, are confidential in nature and I would be breaching my duty of confidentiality towards them by talking in depth about what they wanted me to do.",a,THE WITNESS,start_question
1946,5450,210,16,Okay.,q,MR. CROKE,start_chat
1947,5451,210,17,I'm going to show you an exhibit here.  I think it will be Mathur Exhibit 1.,side_chat,MR. CROKE,is brackets
1948,5454,210,20,"(Mathur Exhibit 1, Side letter agreement, Bates stamped ASTRA 00035204 through ASTRA 00035209, marked for identification, as of this date.)",brackets,,start_answer
1949,5461,211,1,Mathur - Attorneys' Eyes Only,a,THE WITNESS,start_question
1950,5462,211,2,"This is a document dated December 11, 2018 bearing production numbers ASTRA 00035204 through --",q,MR. CROKE,start_answer
1951,5465,211,5,Where are you reading?,a,THE WITNESS,start_question
1952,5466,211,6,"Sorry, I'm on the bottom right corner.  Do you see the numbers there?",q,MR. CROKE,start_answer
1953,5468,211,8,Okay.,a,THE WITNESS,start_question
1954,5469,211,9,ASTRA 00035204 through 35209.,q,MR. CROKE,start_answer
1955,5470,211,10,Uh-huh.,a,THE WITNESS,start_question
1956,5471,211,11,Do you recognize this document?,q,MR. CROKE,start_answer
1957,5472,211,12,It seems like it would be the side letter.,a,THE WITNESS,start_question
1958,5474,211,14,So the agreement we were just discussing?,q,MR. CROKE,start_answer
1959,5476,211,16,Yes.,a,THE WITNESS,start_question
1960,5477,211,17,"Okay. If you look at paragraph 1 of this document, on the first page, do you see where it says:  Astra hereby agrees that it will use its reasonable efforts to achieve a recovery, in quotes, as defined below for the DB notes, and it continues on?",q,MR. CROKE,start_answer
1961,5485,211,25,Yep.,a,THE WITNESS,start_answer
1962,5487,212,1,Mathur - Attorneys' Eyes Only,a,THE WITNESS,start_question
1963,5488,212,2,"And if you turn to the last page, do you see that this is an annex, the top says the DB notes?",q,MR. CROKE,start_answer
1964,5491,212,5,Yep.,a,THE WITNESS,start_question
1965,5492,212,6,"And you see that the DB notes here include $19 million outstanding principal balance, it's labeled, of the Class B notes; 10 million of the Class D notes, $10 million of the Class F notes, and $9.5 million of the Class J notes, correct?",q,MR. CROKE,start_answer
1966,5499,212,13,I can read that.,a,THE WITNESS,start_question
1967,5500,212,14,"And this is all for the Abacus 2006-10 CDO, correct?",q,MR. CROKE,start_answer
1968,5502,212,16,Correct.,a,THE WITNESS,start_question
1969,5503,212,17,"All of the DB notes referenced here have written down to zero, is that correct?",q,MR. CROKE,start_answer
1970,5506,212,20,That's what the trustee report would say.,a,THE WITNESS,start_question
1971,5508,212,22,"Pursuant to this agreement, in any circumstance in which Deutsche Bank has an option to exercise voting rights with respect to the DB notes, Deutsche Bank is",q,MR. CROKE,start_answer
1972,5513,213,1,"Mathur - Attorneys' Eyes Only obligated to vote in accordance with Astra's directions except for certain specified circumstances, is that right?",a,THE WITNESS,start_chat
1973,5517,213,5,Objection.,side_chat,MR. ITKIN,start_answer
1974,5518,213,6,"If that is what it says, then yes.",a,THE WITNESS,start_question
1975,5520,213,8,"You can take a look at -- if you look at paragraph 1, do you see, starting in the second sentence:  DB hereby agrees to vote on any matter that arises with respect to the DB notes in accordance with Astra's direction, so long as DB receives such direction from Astra prior to the deadline or record date for the exercise of its voting rights with respect to the DB notes?",q,MR. CROKE,start_answer
1976,5530,213,18,I read that.,a,THE WITNESS,start_question
1977,5531,213,19,"And then it goes on to list certain circumstances where DB is not under an obligation to vote. And then in the last sentence, do you see that it says:  In the event that DB does not vote in respect of the DB floats in accordance with Astra's direction, for",q,MR. CROKE,start_answer
1978,5539,214,1,"Mathur - Attorneys' Eyes Only any reason set forth in clause 1, 2, 3 or 4 of the immediately preceding sentence, Astra will have the right to exercise the Astra purchase option as defined below.",a,THE WITNESS,start_answer
1979,5544,214,6,Correct.,a,THE WITNESS,start_question
1980,5545,214,7,Do you see that?,q,MR. CROKE,start_answer
1981,5546,214,8,I see that.,a,THE WITNESS,start_question
1982,5547,214,9,"And pursuant to the Astra purchase option, that gives Astra the option to purchase all of DB's notes for $400, is that correct?",q,MR. CROKE,start_answer
1983,5551,214,13,Is that correct?  Where do you read $400?,a,THE WITNESS,start_question
1984,5553,214,15,"Sure.  If you go to the second page under 2C, at the end there it talks about ""or in the case where the circumstances described in the last sentence of paragraph 1 are applicable"" -- so that's the sentence we just read -- ""Astra shall have the right to purchase the DB notes prior to any sale, transfer or conveyance to another party for an amount in USD in immediately available funds equal to USD 100 for each class of the DB notes",q,MR. CROKE,start_answer
1985,5565,215,1,"Mathur - Attorneys' Eyes Only as listed in the annex hereto."" Do you see that?",a,THE WITNESS,start_answer
1986,5568,215,4,"Yeah, I see that.",a,THE WITNESS,start_question
1987,5569,215,5,And there's four classes of notes?,q,MR. CROKE,start_answer
1988,5571,215,7,"Yeah, yeah, understood.",a,THE WITNESS,start_question
1989,5572,215,8,"So it's $400, is that right?",q,MR. CROKE,start_answer
1990,5573,215,9,Yeah.,a,THE WITNESS,start_question
1991,5574,215,10,"And pursuant to this agreement, Deutsche Bank is also prohibited from selling its notes to anyone without first giving Astra an option to purchase the notes for $400, is that correct?",q,MR. CROKE,start_answer
1992,5579,215,15,"If that's what it says, yes.  I mean -- you're not asking me to review in front of this document, are you?",a,THE WITNESS,start_question
1993,5582,215,18,Were you involved in the discussions leading to this document?,q,MR. CROKE,start_answer
1994,5584,215,20,"Yes, I would have been involved.",a,THE WITNESS,start_question
1995,5585,215,21,And do you recall discussing that as one of the terms of the agreement?,q,MR. CROKE,start_answer
1996,5587,215,23,"Specifically, no.  Actually, no.",a,THE WITNESS,start_question
1997,5588,215,24,You don't recall any specific discussion as to whether Astra would have a,q,MR. CROKE,start_answer
1998,5591,216,1,Mathur - Attorneys' Eyes Only right of first refusal to purchase Deutsche Bank's notes?,a,THE WITNESS,start_chat
1999,5594,216,4,Objection.  Asked and answered.,side_chat,MR. ITKIN,start_answer
2000,5596,216,6,"I had a broad inclusion in this matter.  And in fact, I was the primary person who had a conversation with DB about this matter, but I didn't negotiate this doc.",a,THE WITNESS,start_question
2001,5601,216,11,"Do you remember having discussions with Deutsche Bank about giving Astra an option, a right of first refusal to purchase Deutsche Bank's notes?",q,MR. CROKE,start_chat
2002,5605,216,15,Objection.,side_chat,MR. ITKIN,start_answer
2003,5606,216,16,"Specifically, no, no.",a,THE WITNESS,start_question
2004,5607,216,17,Okay. Was it your idea for Astra and Deutsche Bank to enter into this agreement?,q,MR. CROKE,start_answer
2005,5610,216,20,"I don't remember that, actually.",a,THE WITNESS,start_question
2006,5611,216,21,Do you recall whose idea it was?,q,MR. CROKE,start_answer
2007,5612,216,22,No.,a,THE WITNESS,start_question
2008,5613,216,23,Okay. And why did Astra and Deutsche Bank --,q,MR. CROKE,start_answer
2009,5617,217,1,Mathur - Attorneys' Eyes Only,a,THE WITNESS,start_answer
2010,5618,217,2,"Actually, I do recall, actually. I think a portion of it probably came from Deutsche Bank.",a,THE WITNESS,start_question
2011,5621,217,5,"I'm sorry, a portion of what?",q,MR. CROKE,start_answer
2012,5622,217,6,A portion that we should have an agreement came in from Deutsche Bank is what my recollection is.,a,THE WITNESS,start_question
2013,5625,217,9,"Sorry, the notion that you should have an agreement or --",q,MR. CROKE,start_answer
2014,5627,217,11,"Yes, the notion, the notion.",a,THE WITNESS,start_question
2015,5628,217,12,"Sorry.  Thank you. Other than this agreement with Deutsche Bank and other than the common interest agreement that we just discussed, has Astra entered into any other agreements related to the Abacus 2006-10 securities?",q,MR. CROKE,start_answer
2016,5634,217,18,With any counterparty?,a,THE WITNESS,start_question
2017,5635,217,19,With anyone.,q,MR. CROKE,start_answer
2018,5636,217,20,"Oh, okay.",a,THE WITNESS,start_chat
2019,5637,217,21,Objection.,side_chat,MR. ITKIN,start_answer
2020,5638,217,22,I think there are broader agreements that specifically involve Abacus that I don't recall.  But there must have been some agreements with respect to funds,a,THE WITNESS,start_answer
2021,5643,218,1,"Mathur - Attorneys' Eyes Only which include, for example, Abacus Securities.",a,THE WITNESS,start_question
2022,5646,218,4,"And by that you just mean Astra has agreements with respect to the funds that it manages, not specific to the Abacus 2006-10 securities, but more broadly?",q,MR. CROKE,start_answer
2023,5650,218,8,"No, no, no.  Even more specific, for instance, there could be some agreement, yeah.",a,THE WITNESS,start_question
2024,5653,218,11,Do you recall any such specific agreements?,q,MR. CROKE,start_answer
2025,5655,218,13,"No, I don't recall any specific agreement.  But let's, for instance, agreement to pay, for example, pay for legal fees, is an agreement.",a,THE WITNESS,start_question
2026,5659,218,17,"Understood, yeah.",q,MR. CROKE,start_answer
2027,5660,218,18,"So yeah, those kind of agreements.",a,THE WITNESS,start_question
2028,5662,218,20,Has Astra entered into any agreements with any other holders of Abacus 2006-10 securities other than Deutsche Bank?,q,MR. CROKE,start_answer
2029,5666,218,24,"Other than Deutsche Bank, other than Astra-managed funds as well?",a,THE WITNESS,start_answer
2030,5669,219,1,Mathur - Attorneys' Eyes Only,a,THE WITNESS,start_question
2031,5670,219,2,"Yes.  Other than Astra-managed funds and other than Deutsche Bank, has Astra entered into any agreements with any other holders of Abacus 2006-10 securities?",q,MR. CROKE,start_answer
2032,5674,219,6,No.,a,THE WITNESS,start_question
2033,5675,219,7,"Other than Deutsche Bank, has Astra had any conversations with any other Abacus 2006-10 noteholders?",q,MR. CROKE,start_answer
2034,5678,219,10,"I don't know about Astra.  I could only answer in all these cases about myself.  Personally, would somebody have approached me, some of the noteholders? Yes, I do think there were other noteholders who approached me.",a,THE WITNESS,start_question
2035,5684,219,16,Who was that?,q,MR. CROKE,start_answer
2036,5685,219,17,It's another market counterparty.,a,THE WITNESS,start_question
2037,5686,219,18,Who is that?,q,MR. CROKE,start_answer
2038,5687,219,19,"It's -- I do not know whether I should share this information.  Can you help me, can I ask them whether or not I'm allowed to say something which is proprietary information for somebody else?",a,THE WITNESS,start_question
2039,5692,219,24,You can answer the question.,q,MR. CROKE,start_chat
2040,5693,219,25,We're going to,side_chat,MR. ITKIN,start_answer
2041,5695,220,1,"Mathur - Attorneys' Eyes Only designate this transcript as attorneys' eyes only, at least in the initial instance.  So I think you could say.",a,THE WITNESS,start_answer
2042,5700,220,6,"Yes, Merrill Lynch or Bank of America, they approached me.",a,THE WITNESS,start_question
2043,5702,220,8,And when was that?,q,MR. CROKE,start_answer
2044,5703,220,9,2018.,a,THE WITNESS,start_question
2045,5704,220,10,And what did you discuss with Merrill Lynch?,q,MR. CROKE,start_answer
2046,5706,220,12,"Oh, I did not.  I did not have any discussions with them.  I just simply said they approached me.",a,THE WITNESS,start_question
2047,5709,220,15,"And when they approached you, what did they say?",q,MR. CROKE,start_answer
2048,5711,220,17,"I don't specifically recall what they said, but something to do with what's going on kind of -- implying what's going on with these situations.",a,THE WITNESS,start_question
2049,5715,220,21,Did you have any conversations with them?,q,MR. CROKE,start_answer
2050,5717,220,23,"I just said no, I did not.",a,THE WITNESS,start_question
2051,5718,220,24,"Okay. So they approached you, asking",q,MR. CROKE,start_answer
2052,5721,221,1,Mathur - Attorneys' Eyes Only what was going on and you didn't respond?,a,THE WITNESS,start_answer
2053,5723,221,3,"Yes, that's right.",a,THE WITNESS,start_question
2054,5724,221,4,Do you know if anyone else at Astra had responded?,q,MR. CROKE,start_answer
2055,5726,221,6,"No, not to my recollection.",a,THE WITNESS,start_question
2056,5727,221,7,And do you know whether Merrill Lynch was a holder of Abacus 2006-10 notes?,q,MR. CROKE,start_chat
2057,5729,221,9,Objection.,side_chat,MR. ITKIN,start_answer
2058,5730,221,10,"I do not know, but I suspect it would be.  Why else would they ask the question?",a,THE WITNESS,start_question
2059,5733,221,13,Did they indicate to you whether they were holders of Abacus 2006-10 notes?,q,MR. CROKE,start_answer
2060,5735,221,15,"Yes, they indicate that.",a,THE WITNESS,start_question
2061,5736,221,16,Did they tell you how much of the Abacus 2006-10 securities they held?,q,MR. CROKE,start_chat
2062,5738,221,18,Objection.,side_chat,MR. ITKIN,start_answer
2063,5739,221,19,"They may have, but I don't recall.",a,THE WITNESS,start_question
2064,5741,221,21,Did they tell you what class of Abacus 2006-10 securities they held?,q,MR. CROKE,start_answer
2065,5743,221,23,I think they did.,a,THE WITNESS,start_question
2066,5744,221,24,Do you recall whether it was the Class A securities?,q,MR. CROKE,start_answer
2067,5747,222,1,Mathur - Attorneys' Eyes Only,a,THE WITNESS,start_answer
2068,5748,222,2,I recall that it wasn't the Class A securities.,a,THE WITNESS,start_question
2069,5750,222,4,It was not?,q,MR. CROKE,start_answer
2070,5751,222,5,Not.,a,THE WITNESS,start_question
2071,5752,222,6,"Okay. Other than Deutsche Bank and other than Merrill Lynch, are you aware of any conversations that Astra has had with any other Abacus 2006-10 noteholders?",q,MR. CROKE,start_answer
2072,5757,222,11,When?,a,THE WITNESS,start_question
2073,5758,222,12,At any point?,q,MR. CROKE,start_answer
2074,5759,222,13,"Of course.  It's absolutely possible that we would have had a lot of conversations about Abacus notes, generally speaking.  But you need to be more specific, when and what conversation you're talking about.",a,THE WITNESS,start_question
2075,5765,222,19,"Sure. Since the last time that Astra purchased Abacus 2006-10 notes, after that, has Astra had any conversations with other Abacus 2006-10 noteholders other than Deutsche Bank and Merrill Lynch?",q,MR. CROKE,start_answer
2076,5771,222,25,"So you're asking me just to, for",a,THE WITNESS,start_answer
2077,5773,223,1,"Mathur - Attorneys' Eyes Only my own understanding, after 2016 last purchase did we have a conversation about Abacus, directly with other noteholders -- there is a technicality here.  We do not ever know who the other direct noteholder is. For example, I would have to always guess whether Bank of America and the previous question, they hold it or not. I can only make an intelligent guess that they do hold it.  So yes, in that instance I've had conversations with the parties who may be in touch with other Abacus noteholders and typically the process of purchasing, for instance.",a,THE WITNESS,start_question
2078,5789,223,17,And who are those parties?,q,MR. CROKE,start_answer
2079,5790,223,18,I don't recall.  I'm just saying that we may have had it and I gave you the answer in the last conversation when you said did you participate in a transaction such as this.  That would be one instance.,a,THE WITNESS,start_question
2080,5795,223,23,"Okay. So, again, just so I'm clear on this, after the last time that Astra",q,MR. CROKE,start_answer
2081,5799,224,1,"Mathur - Attorneys' Eyes Only purchased notes in 2016, you don't recall any specific conversations with other Abacus 2006-10 noteholders other than with Deutsche Bank and Merrill Lynch?",a,THE WITNESS,start_answer
2082,5804,224,6,You need to be specific what conversation and then I'll answer that question.,a,THE WITNESS,start_question
2083,5807,224,9,My question was do you recall any conversations.,q,MR. CROKE,start_answer
2084,5809,224,11,But your exclusion did not -- sorry to interrupt you.  Carry on the question.,a,THE WITNESS,start_question
2085,5812,224,14,"After the last time that Astra purchased notes in 2016, do you recall any conversations that had with other Abacus 2006-10 noteholders other than conversations with Deutsche Bank and Merrill Lynch?",q,MR. CROKE,start_answer
2086,5818,224,20,"Yes.  I said that your exclusion on this occasion does not include exclusion relating to conversations regarding trading of Abacus notes, for instance.",a,THE WITNESS,start_question
2087,5822,224,24,Okay.,q,MR. CROKE,start_answer
2088,5823,224,25,Right.  And we do not ever know,a,THE WITNESS,start_answer
2089,5825,225,1,"Mathur - Attorneys' Eyes Only who the counterparty is, what they hold them directly or somebody else.  We can never tell.  So yes, those may be the holder, but we may not know.",a,THE WITNESS,start_question
2090,5830,225,6,And who are the people that you spoke?,q,MR. CROKE,start_chat
2091,5832,225,8,"I'm aware that somebody at Astra have spoken to those people, but I wasn't involved.",side_chat,THE WITNESS,start_question
2092,5835,225,11,Who were those people that other people at Astra spoke with?,q,MR. CROKE,start_answer
2093,5837,225,13,"I don't know who.  It could have been Kyle, for instance.",a,THE WITNESS,start_question
2094,5839,225,15,"Sorry. Now, who were those people that the Astra individuals spoke to at other institutions?",q,MR. CROKE,start_answer
2095,5843,225,19,I do not know.,a,THE WITNESS,start_question
2096,5844,225,20,Okay.,q,MR. CROKE,start_chat
2097,5845,225,21,Want to take a break?,side_chat,MR. CROKE,start_chat
2098,5846,225,22,Yeah.,side_chat,MR. ITKIN,start_chat
2099,5847,225,23,The time is 2:12.  We are going off the record. End of media 3.,side_chat,THE VIDEOGRAPHER,start_answer
2100,5851,226,1,Mathur - Attorneys' Eyes Only,a,THE WITNESS,is brackets
2101,5852,226,2,(Recess taken from 2:12 p.m. to 2:22 p.m.),brackets,,start_chat
2102,5854,226,4,The time is 2:22.  We are back on the record. Beginning of media 4.,side_chat,THE VIDEOGRAPHER,start_question
2103,5858,226,8,"In the context of securities, do you have an understanding of what the term ""pari passu"" means?",q,MR. CROKE,start_answer
2104,5861,226,11,In the context of financial securities?,a,THE WITNESS,start_question
2105,5863,226,13,Uh-huh.,q,MR. CROKE,start_answer
2106,5864,226,14,"Yes, partly.",a,THE WITNESS,start_question
2107,5865,226,15,"What is your understanding of the term ""pari passu"" in connection with securities?",q,MR. CROKE,start_answer
2108,5868,226,18,"Again, like every other financial contract, it depends what you're talking about.",a,THE WITNESS,start_question
2109,5871,226,21,"Do you have an understanding as to a general definition of ""pari passu"" in connection with securities?",q,MR. CROKE,start_chat
2110,5874,226,24,Objection.,side_chat,MR. ITKIN,start_answer
2111,5875,226,25,"Pari passu is a word or a phrase,",a,THE WITNESS,start_answer
2112,5877,227,1,"Mathur - Attorneys' Eyes Only if you want to call it, a compound word, it could be used in multiple contexts.  So if you pick a context, I'll answer.",a,THE WITNESS,start_question
2113,5881,227,5,"Okay. In connection with evaluating two securities, if someone were to tell you that those two securities are pari passu, what would you understand that to mean?",q,MR. CROKE,start_answer
2114,5886,227,10,"Exactly that, that they are pari passu.",a,THE WITNESS,start_question
2115,5888,227,12,And what does that mean?,q,MR. CROKE,start_answer
2116,5889,227,13,"Well, it depends on pari passu for what.  I'm going to ask for the questions to the person that is telling me that and then I'll find out what it means.",a,THE WITNESS,start_question
2117,5893,227,17,"Okay. If someone told you that those two securities were pari passu with respect to principal payments, what do you understand that to mean?",q,MR. CROKE,start_answer
2118,5898,227,22,"Then I'm going to have to ask further questions.  That is not sufficient information.  But what I could gather so far from that, that they will receive",a,THE WITNESS,start_answer
2119,5903,228,1,Mathur - Attorneys' Eyes Only principal simultaneously in certain circumstances.,a,THE WITNESS,start_question
2120,5906,228,4,And what are the circumstances in which they might not receive principal simultaneously?,q,MR. CROKE,start_answer
2121,5909,228,7,"I cannot tell specifically, but if at the moment they're pari passu, then they will receive principal simultaneously. But as I said before, you need to give me a full circumstance in which you are talking about, and for instance there are triggers, and there may not be.",a,THE WITNESS,start_question
2122,5916,228,14,"Okay. In the context of securities, do you have an understanding of what the term ""pro rata"" means?",q,MR. CROKE,start_answer
2123,5920,228,18,"Again, broadly speaking, yes. These are very broad terms.",a,THE WITNESS,start_question
2124,5922,228,20,"Okay. What is your understanding of the term ""pro rata"" in the context of securities?",q,MR. CROKE,start_answer
2125,5926,228,24,"Exactly as it says, but you need to give me a specific context, and I'll",a,THE WITNESS,start_answer
2126,5929,229,1,Mathur - Attorneys' Eyes Only answer that question.,a,THE WITNESS,start_question
2127,5931,229,3,"If someone told you that two securities received principal payments pro rata, what would you understand that to mean?",q,MR. CROKE,start_answer
2128,5935,229,7,It doesn't mean that much more than what you said before.,a,THE WITNESS,start_question
2129,5937,229,9,"In the context of securities, do you view the terms ""pari passu"" and ""pro rata"" to be synonymous?",q,MR. CROKE,start_chat
2130,5940,229,12,Objection.,side_chat,MR. ITKIN,start_answer
2131,5941,229,13,"They're similar, but not synonymous.",a,THE WITNESS,start_question
2132,5943,229,15,"Okay. What is the difference between the terms ""pari passu"" and ""pro rata"" in the context of securities?",q,MR. CROKE,start_chat
2133,5947,229,19,Objection.,side_chat,MR. ITKIN,start_answer
2134,5948,229,20,Extremely contextual.,a,THE WITNESS,start_question
2135,5949,229,21,In what respect?,q,MR. CROKE,start_answer
2136,5950,229,22,In the respect in which they're used.,a,THE WITNESS,start_question
2137,5952,229,24,So if someone were to tell you that there are two securities that received,q,MR. CROKE,start_answer
2138,5955,230,1,"Mathur - Attorneys' Eyes Only principal payments pro rata and another two securities that received principal payments pari passu, do you understand there to be a difference between those two groups of securities?",a,THE WITNESS,start_chat
2139,5961,230,7,Objection.,side_chat,MR. ITKIN,start_answer
2140,5962,230,8,"But both the words -- yeah, I know they're similar words, but they could mean different things in different contexts.  Once again, give me a context, I'll try and answer.",a,THE WITNESS,start_question
2141,5967,230,13,"But sitting here, just knowing that two securities received payments pari passu or pro rata, you can't draw any conclusions as to what that means in all circumstances?",q,MR. CROKE,start_answer
2142,5972,230,18,I wouldn't want to draw a conclusion.,a,THE WITNESS,start_question
2143,5974,230,20,"Okay. Do you have an understanding of what the term ""senior-most class of securities"" means?",q,MR. CROKE,start_answer
2144,5978,230,24,"Again, broadly speaking, yes.",a,THE WITNESS,start_question
2145,5979,230,25,And what is that understanding?,q,MR. CROKE,start_answer
2146,5981,231,1,Mathur - Attorneys' Eyes Only,a,THE WITNESS,start_answer
2147,5982,231,2,"That there are no securities senior to them, for instance.",a,THE WITNESS,start_question
2148,5984,231,4,"Okay. In your view, if a security is pari passu to another security, can either of those securities be part of a senior-most class of securities?",q,MR. CROKE,start_chat
2149,5989,231,9,Objection.,side_chat,MR. ITKIN,start_answer
2150,5990,231,10,"There could be a situation, yes.",a,THE WITNESS,start_question
2151,5991,231,11,Okay. And what would that situation be?,q,MR. CROKE,start_answer
2152,5993,231,13,"For instance, one of the securities paid down.",a,THE WITNESS,start_question
2153,5995,231,15,"If both securities are still outstanding, is there any circumstance in which two securities that are pari passu in which one of them can be the senior-most class of securities?",q,MR. CROKE,start_answer
2154,6000,231,20,"It depends pari passu for what, for instance?",a,THE WITNESS,start_chat
2155,6002,231,22,Objection.,side_chat,MR. ITKIN,start_question
2156,6004,231,24,"So if two securities are pari passu with respect to principal payments,",q,MR. CROKE,start_answer
2157,6007,232,1,Mathur - Attorneys' Eyes Only is there any circumstance in which either security can be part of a senior-most class of securities if they are both outstanding?,a,THE WITNESS,start_chat
2158,6011,232,5,Objection.,side_chat,MR. ITKIN,start_answer
2159,6012,232,6,"Senior-most, again, is a broad term.  I mean, senior-most with respect to what?",a,THE WITNESS,start_question
2160,6015,232,9,So if there is additional information you need.,q,MR. CROKE,start_chat
2161,6017,232,11,Objection.,side_chat,MR. ITKIN,start_answer
2162,6018,232,12,You cannot ask me a very broad question and answer me a specific answer. So either you ask a specific question and I ask a specific answer or not.,a,THE WITNESS,start_question
2163,6022,232,16,"Okay. In your view, if a security is pro rata to another security, can either security be part of a senior-most class of securities?",q,MR. CROKE,start_chat
2164,6027,232,21,Objection.,side_chat,MR. ITKIN,start_answer
2165,6028,232,22,"Again, I can probably think of situations where it could happen, but --",a,THE WITNESS,start_question
2166,6030,232,24,And what are those circumstances?,q,MR. CROKE,start_answer
2167,6031,232,25,I gave you one just before.,a,THE WITNESS,start_answer
2168,6033,233,1,Mathur - Attorneys' Eyes Only,a,THE WITNESS,start_question
2169,6034,233,2,Where a security is paid down?,q,MR. CROKE,start_answer
2170,6035,233,3,"Yes, that's one instance.",a,THE WITNESS,start_question
2171,6036,233,4,"So in a circumstance where both securities are still outstanding, in your view, is there a circumstance in which two securities that are pro rata in which either of one of those securities can be the senior-most class of securities?",q,MR. CROKE,start_chat
